FT,"Aida","Aida","Eros",1.6,7.9,229.5,AA,"Ethiopian slave, beloved of Egyptian officer Radames in Verdi's opera ""Aida"" (Italy, 1870).",
FT,"Aida-Wedo Dorsa","Aida Wedo Dorsa","Venus",450,73,214,DO,"Haitian rainbow spirit.",
FT,"Aidne Patera","Aidne Patera","Io",29.8,-1.76,182.89,PE,"Irish creator of fire.",
FT,"Aietes","Aietes","Tethys",91,-41.44,353.77,AA,"Brother of Circe.",
FT,"Aife Fossae","Aife Fossae","Venus",280,67,131,FO,"Irish warrior deity.",
FT,"Aigul","Aigul","Venus",6,38.2,280.4,AA,"Kalmyk first name.",
FT,"Aikhylu Chasma","Aikhylu Chasma","Venus",300,32,292,CM,"Bashkir myth's moon daughter.",
FT,"Ailar","Ailar","Venus",8.2,-15.8,68.4,AA,"Turkman first name.",
FT,"Ailey","Ailey","Mercury",23,45.58,177.92,AA,"Alvin; American dancer and choreographer (1931-1989).",
FT,"Aimee","Aimee","Venus",17,16.1,127.2,AA,"French first name.",
FT,"Áine","Aine","Europa",5,-43,182.5,AA,"Celtic goddess of love and fertility.",
FT,"Aino Planitia","Aino Planitia","Venus",4985,-40.5,94.5,PL,"Finnish heroine who became water spirit.",
FT,"Airy","Airy","Moon",38.9,-18.14,5.61,AA,"George Biddell; British astronomer (1801-1892).",
FT,"Airy","Airy","Mars",43.05,-5.14,0.05,AA,"George B.; British astronomer (1801-1892).",
FT,"Airy-0","Airy 0","Mars",0.79,-5.07,0,AA,"Small crater within crater Airy that defines zero degrees longitude on Mars.",
FT,"Airy A","Airy A","Moon",12.19,-17.05,7.64,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy B","Airy B","Moon",27.26,-17.67,8.46,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy C","Airy C","Moon",30.49,-19.25,4.77,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy D","Airy D","Moon",6.61,-18.13,8.34,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy E","Airy E","Moon",38.04,-20.75,7.55,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy F","Airy F","Moon",4.84,-18.2,7.26,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy G","Airy G","Moon",25.32,-18.7,6.96,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy H","Airy H","Moon",9.31,-18.74,5.69,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy J","Airy J","Moon",3.93,-19.05,6.08,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy L","Airy L","Moon",6.02,-20.47,7.54,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy M","Airy M","Moon",0.85,-19.15,7.56,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy N","Airy N","Moon",7.95,-17.85,8.18,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy O","Airy O","Moon",4.53,-16.75,8.35,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy P","Airy P","Moon",6.64,-15.88,8.35,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy R","Airy R","Moon",6.34,-19.6,8.78,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy S","Airy S","Moon",5.31,-17.28,9.39,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy T","Airy T","Moon",36.92,-19.27,9.38,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy V","Airy V","Moon",4.43,-17.5,9.14,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Airy X","Airy X","Moon",3.87,-18.95,10.12,SF,"George Biddell; British astronomer (1801-1892).",
FT,"Aisha","Aisha","Venus",10.6,39.3,53.3,AA,"Kyrgyz first name.",
FT,"Aita","Aita","Venus",14,8.9,270.7,AA,"Estonian first name.",
FT,"Aitchison Patera","Aitchison Patera","Venus",28,-16.7,349.4,PE,"Alison; American geographer.",
FT,"Aitken","Aitken","Moon",129.69,-16.44,172.96,AA,"Robert Grant; American astronomer (1864-1951).",
FT,"Aitken A","Aitken A","Moon",12.94,-13.87,173.46,SF,"Robert Grant; American astronomer (1864-1951).",
FT,"Aitken C","Aitken C","Moon",65.61,-13.76,175.57,SF,"Robert Grant; American astronomer (1864-1951).",
FT,"Aitken G","Aitken G","Moon",6.05,-16.71,173.99,SF,"Robert Grant; American astronomer (1864-1951).",
FT,"Aitken N","Aitken N","Moon",7.15,-17.63,172.74,SF,"Robert Grant; American astronomer (1864-1951).",
FT,"Aitken Y","Aitken Y","Moon",35.72,-11.93,172.92,SF,"Robert Grant; American astronomer (1864-1951).",
FT,"Aitken Z","Aitken Z","Moon",32.06,-14.89,173.21,SF,"Robert Grant; American astronomer (1864-1951).",
FT,"Aix","Aix","Gaspra",0.6,47.9,199.7,AA,"Spa in France.",
FT,"Ajax","Ajax","Tethys",88,-28.41,78,AA,"Greek hero second only to Achilles.",
FT,"Ajib","Ajib","Enceladus",15.68,61.68,120.61,AA,"Brother of Gharib in the tale ""The History of Gharib and His Brother Ajib.""",
FT,"Ajina Fossae","Ajina Fossae","Venus",300,-45,258,FO,"Tajik evil spirit.",
FT,"Ajleke","Ajleke","Callisto",70,22.7,258.6,AA,"Saami god of holidays.",
FT,"Ajon","Ajon","Mars",8.08,16.49,103.14,AA,"Town in Russia.",
FT,"Akeley","Akeley","Venus",23.4,8,244.5,AA,"Delia; American explorer (1875-1970).",
FT,"Ak-Ene Corona","Ak Ene Corona","Venus",150,9.4,254.7,CR,"Altay Great Mother, ""White Mother.""",
FT,"Akewa Dorsa","Akewa Dorsa","Venus",900,45.5,184,DO,"Toba (Argentina) sun goddess.",
FT,"Akhmatova","Akhmatova","Venus",41.4,61.3,307.9,AA,"Anna; Soviet poet (1889-1966).",
FT,"Akhmin Facula","Akhmin Facula","Ganymede",245,28.3,170.2,FA,"Egyptian town where Min was worshipped.",
FT,"Akhtamar Planitia","Akhtamar Planitia","Venus",2700,27,65,PL,"Armenian epic heroine.",
FT,"Aki","Aki","Mars",7.87,-35.46,299.76,AA,"Town in Japan.",
FT,"Akiko","Akiko","Venus",17.4,30.6,187.3,AA,"Yosano; Japanese Tanka poetess (1878-1942).",
FT,"Akis","Akis","Moon",2.28,20.01,328.24,AA,"Greek female name.",
FT,"Akitu Sulcus","Akitu Sulcus","Ganymede",365,39,166,SU,"Where Marduk's statue was carried each year.",
FT,"Akka Tholus","Akka Tholus","Venus",19.4,75.1,233,TH,"Finnish mother goddess.",
FT,"Akkruva Colles","Akkruva Colles","Venus",1059,46.1,115.5,CO,"Saami-Lapp fishing goddess.",
FT,"Akmena Lacus","Akmena Lacus","Titan",35.6,85.1,304.4,LC,"Lake in Lithuania.",
FT,"Akna Montes","Akna Montes","Venus",830,68.9,318.2,MO,"Mayan goddess of birth.",
FT,"Akosua","Akosua","Venus",6.2,-58.6,18.1,AA,"Akan first name.",
FT,"Aksakov","Aksakov","Mercury",174,34.71,281.26,AA,"Sergey; Russian author (1791-1859).",
FT,"Aksentyeva","Aksentyeva","Venus",42.5,-42,271.9,AA,"Zinaida; Soviet geophysicist, astronomer (1900-1969).",
FT,"Aktaj","Aktaj","Mars",5.01,20.41,313.51,AA,"Town in Russia.",
FT,"Akuanda Dorsa","Akuanda Dorsa","Venus",800,63.5,232,DO,"Adygan light deity.",
FT,"Akuba","Akuba","Venus",5.5,9.6,23,AA,"Eve first name.",
FT,"Akupara Maculae","Akupara Maculae","Triton",0,-27.5,63,MA,"Tortoise upholding the world (India).",
FT,"Akutagawa","Akutagawa","Mercury",106,48.25,218.91,AA,"Ryunosuke; Japanese writer (1892-1927).",
FT,"Akycha","Akycha","Callisto",81,72.6,41.3,AA,"Alaskan name of the sun.",
FT,"Aladdin","Aladdin","Enceladus",30.53,62.69,337.86,AA,"Hero of the tale; he has the magic lamp.",
FT,"Alajen Vallis","Alajen Vallis","Venus",200,-3.3,337.1,VA,"Talysh (Caspian Sea, SW coast) river deity.",
FT,"Al-Akhtal","Al Akhtal","Mercury",94.29,59.38,260.29,AA,"Arab poet (c. 640-710).",
FT,"Alamos","Alamos","Mars",6.44,23.48,322.88,AA,"Town in Mexico.",
FT,"Alan","Alan","Moon",1.44,-10.93,353.83,AA,"Irish male name.",
FT,"Alba Catena","Alba Catena","Mars",144.86,35.04,245.42,CA,"Classical albedo name.",
FT,"Alba Fossae","Alba Fossae","Mars",2072.02,49.39,253.18,FO,"Classical albedo name.",
FT,"Al-Bakbuk","Al Bakbuk","Enceladus",9.2,5.26,168.38,AA,"The barber's first brother in ""The Hunchback’s Tale.""",
FT,"Al-Bakri","Al Bakri","Moon",12.21,14.34,20.25,AA,"Abū Ubayd Abdallāh Ibn abd al-Azīz Ibn Muhammad; Spanish-Arab geographer (1010-1094).",
FT,"Albalonga Catena","Albalonga Catena","Vesta",161.74,-7.17,72.61,CA,"Alba Longa (usually identified with Castel Gandolfo), in the Alban Hills, 25 km SE of Rome. Ancient city founded by Ascanius.",
FT,"Alba Mons","Alba Mons","Mars",548.02,41.08,249.29,MO,"Classical albedo feature name.",
FT,"Albana","Albana","Vesta",90.86,76.61,200.69,AA,"Roman vestal virgin.",
FT,"Albano Lacus","Albano Lacus","Titan",6.2,65.9,123.6,LC,"Lake in Italy.",
FT,"Albany","Albany","Mars",2.15,22.96,310.98,AA,"American colonial town (New York).",
FT,"Alba Patera","Alba Patera","Mars",65.98,39.53,250.82,PE,"Classical albedo name.",
FT,"Albasty Fossae","Albasty Fossae","Venus",500,-9,336.5,FO,"Tartar evil spirit.",
FT,"Albategnius","Albategnius","Moon",130.84,-11.24,4.01,AA,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius A","Albategnius A","Moon",6.79,-9.34,3.03,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius B","Albategnius B","Moon",18.98,-10.07,4.03,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius C","Albategnius C","Moon",5.66,-10.33,3.71,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius D","Albategnius D","Moon",8.35,-11.36,7.14,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius E","Albategnius E","Moon",12.67,-12.95,6.38,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius G","Albategnius G","Moon",13.79,-9.46,1.89,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius H","Albategnius H","Moon",11.77,-9.66,5.16,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius J","Albategnius J","Moon",5.97,-11.14,6.19,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius K","Albategnius K","Moon",10.31,-9.9,2,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius L","Albategnius L","Moon",7.45,-12.08,6.31,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius M","Albategnius M","Moon",8.07,-8.92,4.16,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius N","Albategnius N","Moon",8.61,-9.89,4.54,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius O","Albategnius O","Moon",4.54,-13.62,4.43,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius P","Albategnius P","Moon",4.01,-13.02,4.49,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius S","Albategnius S","Moon",5.91,-13.35,6.05,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Albategnius T","Albategnius T","Moon",9.61,-12.66,6.06,SF,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
FT,"Alberich","Alberich","Umbriel",52,-33.6,42.2,AA,"Dwarf who guarded Niebelung gold, also had a mantle of invisibility.",
FT,"Albert","Albert","Moon",0.1,38.32,324.99,AA,"Male name of German origin (Lunokhod-1 landing site feature).",
FT,"Albi","Albi","Mars",9.07,-41.47,324.99,AA,"Town in France.",
FT,"Albia","Albia","Vesta",5.79,-27.85,78.85,AA,"Albia Dominica; Roman noblewoman, wife of Emperor Valens (c. 337–378).",
FT,"Al-Biruni","Al Biruni","Moon",80.41,18.07,92.62,AA,"Abū ar-Rayhān Muhammad ibn Ahmad al-Birūnī; Persian astronomer, mathematician, geographer (973-1048).",
FT,"Al-Biruni C","Al Biruni C","Moon",9.53,18.42,93.06,SF,"Abū ar-Rayhān Muhammad ibn Ahmad al-Birūnī; Persian astronomer, mathematician, geographer (973-1048).",
FT,"Albor Fossae","Albor Fossae","Mars",155,18.09,150.78,FO,"From albedo feature at 20N, 205W.",
FT,"Albor Tholus","Albor Tholus","Mars",158.38,18.87,150.47,TH,"Classical albedo feature name.",
FT,"Albys Vallis","Albys Vallis","Venus",240,-39.5,30.5,VA,"Tuva/Altay river deity.",
FT,"Alcander","Alcander","Dione",120,-52.89,64.51,AA,"A Trojan defending Aeneas’ camp against the Rutulians, killed by Turnus.",
FT,"Alcinous","Alcinous","Tethys",50,30.31,147.39,AA,"King of Phaeacia, husband of Arete, father of Nausicaa.  ",
FT,"Alcott","Alcott","Venus",66,-59.5,354.4,AA,"Louisa M.; American author (1832-1888).",
FT,"Alcyone Tholus","Alcyone Tholus","Venus",70,-2.1,256.4,TH,"Greek goddess who is the personification of a rain cloud.",
FT,"Alcyonia Lacus","Alcyonia Lacus","Pluto",30,36.44,151.95,LC,"A bottomless lake, one of the entrances to the underworld in Greek mythology.",
FT,"Alden","Alden","Moon",111.44,-23.51,111.11,AA,"Harold Lee; American astronomer (1890-1964).",
FT,"Alden B","Alden B","Moon",15.1,-20.6,113.11,SF,"Harold Lee; American astronomer (1890-1964).",
FT,"Alden C","Alden C","Moon",56.81,-22.69,111.74,SF,"Harold Lee; American astronomer (1890-1964).",
FT,"Alden E","Alden E","Moon",26.37,-23.42,112.81,SF,"Harold Lee; American astronomer (1890-1964).",
FT,"Alden V","Alden V","Moon",20.89,-22.7,110.46,SF,"Harold Lee; American astronomer (1890-1964).",
FT,"Alder","Alder","Moon",82.12,-48.63,182.12,AA,"Kurt; German organic chemist; Nobel laureate (1902-1958).",
FT,"Alder E","Alder E","Moon",18.63,-47.97,186.5,SF,"Kurt; German organic chemist; Nobel laureate (1902-1958).",
FT,"Aldrin","Aldrin","Moon",2.8,1.41,22.09,AA,"Edwin Eugene, Jr. (""Buzz""); American astronaut (1930-Live).",
FT,"Alekhin","Alekhin","Moon",74.82,-67.94,228.15,AA,"Nikolaj Pavlovich; Soviet rocket designer, engineer (1913-1964).",
FT,"Alekhin E","Alekhin E","Moon",39.6,-66.96,235.42,SF,"Nikolaj Pavlovich; Soviet rocket designer, engineer (1913-1964).",
FT,"Aleksota Mons","Aleksota Mons","Venus",250,-9,308.5,MO,"Lithuanian goddess of love.",
FT,"Alencar","Alencar","Mercury",106,-63.64,256.22,AA,"Jose de; Brazilian novelist (1829-1877).",
FT,"Ale Tholus","Ale Tholus","Venus",87,68.2,247,TH,"Igbo (Nigeria) goddess who created Earth and vegetation.",
FT,"Alexander","Alexander","Moon",94.8,40.25,13.69,AA,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).",
FT,"Alexander A","Alexander A","Moon",3.99,40.78,14.94,SF,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).",
FT,"Alexander B","Alexander B","Moon",3.89,40.28,15.14,SF,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).",
FT,"Alexander C","Alexander C","Moon",4.23,38.52,14.95,SF,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).",
FT,"Alexander K","Alexander K","Moon",3.95,40.52,19.35,SF,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).",
FT,"Alexandria Sulcus","Alexandria Sulcus","Enceladus",111,-75.63,222.44,SU,"City in the tale ""The Sharper of Alexandria and the Chief of Police"" from Richard F. Burton's Arabian Nights.",
FT,"Alexandrite","Alexandrite","Steins",0.31,-7,20.7,AA,"Gemstone notable for its color change, appearing green in daylight, but red under incandescent light; a variety of chrysoberyl.",
FT,"Alexey Tolstoy","Alexey Tolstoy","Mars",93.04,-47.44,125.34,AA,"Aleksey; Soviet writer (1882-1945).",
FT,"Aleyin","Aleyin","Ganymede",12.4,15.14,225.92,AA,"Son of Ba'al, spirit of springs.",
FT,"Al-Fakik","Al Fakik","Enceladus",15.2,35.52,53.45,AA,"The barber's third brother in ""The Hunchback’s Tale.""",
FT,"Alfr","Alfr","Callisto",96,-9.9,137.3,AA,"Norse dwarf.",
FT,"Alfraganus","Alfraganus","Moon",20.52,-5.42,18.97,AA,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
FT,"Alfraganus A","Alfraganus A","Moon",13.87,-3.05,20.32,SF,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
FT,"Alfraganus C","Alfraganus C","Moon",10.3,-6.13,18.09,SF,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
FT,"Alfraganus D","Alfraganus D","Moon",8.29,-4.05,20.14,SF,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
FT,"Alfraganus E","Alfraganus E","Moon",3.85,-4.62,19,SF,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
FT,"Alfraganus F","Alfraganus F","Moon",8.64,-3.54,20.84,SF,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
FT,"Alfraganus G","Alfraganus G","Moon",5.74,-2.67,21.23,SF,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
FT,"Alfraganus H","Alfraganus H","Moon",12,-4.36,19.16,SF,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
FT,"Alfraganus K","Alfraganus K","Moon",2.95,-5.25,19.54,SF,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
FT,"Alfraganus M","Alfraganus M","Moon",3.16,-5.66,19.56,SF,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
FT,"Alga","Alga","Mars",18.72,-24.34,333.32,AA,"Town in Kazakhstan.",
FT,"Al-Haddar","Al Haddar","Enceladus",15.08,50.48,159.22,AA,"The barber's second brother in ""The Hunchback’s Tale.""",
FT,"Al-Hamadhani","Al Hamadhani","Mercury",164,39.19,268.24,AA,"Arab writer (d. 1007).",
FT,"Alhazen","Alhazen","Moon",34.65,15.91,71.83,AA,"Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038).",
FT,"Alhazen A","Alhazen A","Moon",16.14,16.17,74.3,SF,"Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038).",
FT,"Alhazen D","Alhazen D","Moon",34.23,19.68,75.17,SF,"Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038).",
FT,"Áli","Ali","Callisto",32.9,59,304.1,AA,"Norse; strongest of men.",
FT,"Aliacensis","Aliacensis","Moon",79.65,-30.6,5.13,AA,"D'Ailly, Pierre; French geographer (1350-1420).",
FT,"Aliacensis A","Aliacensis A","Moon",13.61,-29.71,7.39,SF,"D'Ailly, Pierre; French geographer (1350-1420).",
FT,"Aliacensis B","Aliacensis B","Moon",15.81,-31.43,3.2,SF,"D'Ailly, Pierre; French geographer (1350-1420).",
FT,"Aliacensis C","Aliacensis C","Moon",7.93,-32.7,5.42,SF,"D'Ailly, Pierre; French geographer (1350-1420).",
FT,"Aliacensis D","Aliacensis D","Moon",9.67,-33.19,6.82,SF,"D'Ailly, Pierre; French geographer (1350-1420).",
FT,"Aliacensis E","Aliacensis E","Moon",8.74,-30.42,2.32,SF,"D'Ailly, Pierre; French geographer (1350-1420).",
FT,"Aliacensis F","Aliacensis F","Moon",4.82,-32.66,3.84,SF,"D'Ailly, Pierre; French geographer (1350-1420).",
FT,"Aliacensis G","Aliacensis G","Moon",7.76,-33.39,4.7,SF,"D'Ailly, Pierre; French geographer (1350-1420).",
FT,"Aliacensis H","Aliacensis H","Moon",5.58,-31.81,6.01,SF,"D'Ailly, Pierre; French geographer (1350-1420).",
FT,"Aliacensis K","Aliacensis K","Moon",5.65,-31.43,6.26,SF,"D'Ailly, Pierre; French geographer (1350-1420).",
FT,"Aliacensis W","Aliacensis W","Moon",10.32,-31.9,5.32,SF,"D'Ailly, Pierre; French geographer (1350-1420).",
FT,"Aliacensis X","Aliacensis X","Moon",3.66,-29.64,6.78,SF,"D'Ailly, Pierre; French geographer (1350-1420).",
FT,"Aliacensis Y","Aliacensis Y","Moon",4.7,-30.11,7.33,SF,"D'Ailly, Pierre; French geographer (1350-1420).",
FT,"Aliacensis Z","Aliacensis Z","Moon",3.83,-30.05,4.49,SF,"D'Ailly, Pierre; French geographer (1350-1420).",
FT,"Ali Baba","Ali Baba","Enceladus",34.09,56.84,342.49,AA,"Hero of tale who found a great treasure owned by 40 thieves.",
FT,"Al-Idrisi Montes","Al-Idrisi Montes","Pluto",383,33.99,156.01,MO,"Ash-Sharīf al-Idrīsī; Arabian mapmaker and geographer (1100–1165/66).",
FT,"Alima","Alima","Venus",10.3,-46,229.2,AA,"Tatar first name.",
FT,"Alimat","Alimat","Venus",13.5,-29.5,205.9,AA,"Osset first name.",
FT,"Alina","Alina","Venus",3.7,8.3,267.78,AA,"Short form of French first name Adeline/Adelaide.",
FT,"Alison","Alison","Venus",14.4,-4,165.6,AA,"Irish first name.",
FT,"Alitus","Alitus","Mars",50,-34.91,321.86,AA,"(Alytus), town in Lithuania.",
FT,"Al-Jāhiz","Al Jahiz","Mercury",83,1.36,338.24,AA,"Arab author (d. 869).",
FT,"Al-Khwarizmi","Al Khwarizmi","Moon",56.25,7.02,107.01,AA,"Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
FT,"Al-Khwarizmi B","Al Khwarizmi B","Moon",59.06,9.09,107.92,SF,"Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
FT,"Al-Khwarizmi G","Al Khwarizmi G","Moon",102.83,6.76,107.35,SF,"Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
FT,"Al-Khwarizmi H","Al Khwarizmi H","Moon",49.72,5.85,109.77,SF,"Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
FT,"Al-Khwarizmi J","Al Khwarizmi J","Moon",44.68,6.19,108.14,SF,"Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
FT,"Al-Khwarizmi K","Al Khwarizmi K","Moon",22.36,4.5,108.15,SF,"Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
FT,"Al-Khwarizmi L","Al Khwarizmi L","Moon",35.51,3.77,107.89,SF,"Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
FT,"Al-Khwarizmi M","Al Khwarizmi M","Moon",16.4,3.05,107.44,SF,"Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
FT,"Al-Khwarizmi T","Al Khwarizmi T","Moon",14.05,7.06,104.96,SF,"Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
